"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1167829673478373377","https://twitter.com/ElectionDay_bot/status/1167829673478373377","離下次投票 2020/01/11 ...還有 132 天。","2019-08-31 16:01 +0000","1829.0","124.0","0.06779661016949153","9.0","0.0","8.0","84.0","0.0","0.0","23.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1167467291900096512","https://twitter.com/ElectionDay_bot/status/1167467291900096512","離下次投票 2020/01/11 ...還有 133 天。","2019-08-30 16:01 +0000","740.0","4.0","0.005405405405405406","2.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1167104899374620672","https://twitter.com/ElectionDay_bot/status/1167104899374620672","離下次投票 2020/01/11 ...還有 134 天。","2019-08-29 16:01 +0000","748.0","7.0","0.009358288770053475","3.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1166742512087814144","https://twitter.com/ElectionDay_bot/status/1166742512087814144","離下次投票 2020/01/11 ...還有 135 天。","2019-08-28 16:01 +0000","1060.0","6.0","0.005660377358490566","4.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1166380125694373895","https://twitter.com/ElectionDay_bot/status/1166380125694373895","離下次投票 2020/01/11 ...還有 136 天。","2019-08-27 16:01 +0000","709.0","6.0","0.00846262341325811","4.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1166017738063695872","https://twitter.com/ElectionDay_bot/status/1166017738063695872","離下次投票 2020/01/11 ...還有 137 天。","2019-08-26 16:01 +0000","459.0","5.0","0.010893246187363835","3.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1165655341260058624","https://twitter.com/ElectionDay_bot/status/1165655341260058624","離下次投票 2020/01/11 ...還有 138 天。","2019-08-25 16:01 +0000","760.0","9.0","0.011842105263157895","4.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1165292955860688897","https://twitter.com/ElectionDay_bot/status/1165292955860688897","離下次投票 2020/01/11 ...還有 139 天。","2019-08-24 16:01 +0000","666.0","4.0","0.006006006006006006","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1164930576933150721","https://twitter.com/ElectionDay_bot/status/1164930576933150721","離下次投票 2020/01/11 ...還有 140 天。","2019-08-23 16:01 +0000","907.0","7.0","0.007717750826901874","4.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1164568180465065985","https://twitter.com/ElectionDay_bot/status/1164568180465065985","離下次投票 2020/01/11 ...還有 141 天。","2019-08-22 16:01 +0000","818.0","5.0","0.006112469437652812","4.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1164205796898553858","https://twitter.com/ElectionDay_bot/status/1164205796898553858","離下次投票 2020/01/11 ...還有 142 天。","2019-08-21 16:01 +0000","855.0","6.0","0.007017543859649123","4.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1163843411188883457","https://twitter.com/ElectionDay_bot/status/1163843411188883457","離下次投票 2020/01/11 ...還有 143 天。","2019-08-20 16:01 +0000","1980.0","15.0","0.007575757575757576","6.0","0.0","7.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1163481033657978882","https://twitter.com/ElectionDay_bot/status/1163481033657978882","離下次投票 2020/01/11 ...還有 144 天。","2019-08-19 16:01 +0000","559.0","6.0","0.01073345259391771","3.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1163118638448226304","https://twitter.com/ElectionDay_bot/status/1163118638448226304","離下次投票 2020/01/11 ...還有 145 天。","2019-08-18 16:01 +0000","1121.0","10.0","0.008920606601248885","6.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1162756248590307330","https://twitter.com/ElectionDay_bot/status/1162756248590307330","離下次投票 2020/01/11 ...還有 146 天。","2019-08-17 16:01 +0000","656.0","11.0","0.01676829268292683","2.0","0.0","3.0","4.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
