"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1216027258038685697","https://twitter.com/ElectionDay_bot/status/1216027258038685697","投票日倒數完畢... 總算可以下班了。","2020-01-11 16:01 +0000","24407.0","1889.0","0.07739582906543205","63.0","32.0","722.0","899.0","0.0","0.0","173.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1215755465390465024","https://twitter.com/ElectionDay_bot/status/1215755465390465024","投票日... 不就是今天嗎。

#你投票了嗎

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-10 22:01 +0000","29905.0","1181.0","0.03949172379200803","162.0","0.0","597.0","274.0","0.0","97.0","51.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1215377974666715136","https://twitter.com/ElectionDay_bot/status/1215377974666715136","投票日... 就是明天呢。

#記得去投票

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-09 21:01 +0000","13703.0","415.0","0.030285338976866378","91.0","1.0","180.0","63.0","0.0","25.0","55.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1215000491308015616","https://twitter.com/ElectionDay_bot/status/1215000491308015616","離下次投票 2020/01/11 ... 還有 ２ 天。

#記得去投票

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-08 20:01 +0000","3010.0","60.0","0.019933554817275746","11.0","0.0","16.0","14.0","0.0","8.0","11.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1214623006196142082","https://twitter.com/ElectionDay_bot/status/1214623006196142082","離下次投票 2020/01/11 ... 還有 ３ 天。

#記得去投票

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-07 19:01 +0000","3415.0","72.0","0.021083455344070277","20.0","0.0","32.0","12.0","0.0","1.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1214245532278960130","https://twitter.com/ElectionDay_bot/status/1214245532278960130","離下次投票 2020/01/11 ... 還有 ４ 天。

#車票買了沒？🚄

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-06 18:01 +0000","6086.0","99.0","0.016266841932303648","25.0","0.0","40.0","20.0","0.0","5.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1213868028032638977","https://twitter.com/ElectionDay_bot/status/1213868028032638977","離下次投票 2020/01/11 ... 還有 ５ 天。

#機票買了沒？✈

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-05 17:01 +0000","7951.0","136.0","0.01710476669601308","34.0","0.0","55.0","23.0","0.0","12.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1213490537485013004","https://twitter.com/ElectionDay_bot/status/1213490537485013004","離下次投票 2020/01/11 ... 還有 ６ 天。

#立委要投誰呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-04 16:01 +0000","1701.0","27.0","0.015873015873015872","5.0","0.0","14.0","3.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1213218752118042624","https://twitter.com/ElectionDay_bot/status/1213218752118042624","離下次投票 2020/01/11 ... 還有 ７ 天。

#總統要投幾號呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-03 22:01 +0000","1978.0","52.0","0.0262891809908999","8.0","0.0","18.0","11.0","0.0","0.0","15.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212841263633965058","https://twitter.com/ElectionDay_bot/status/1212841263633965058","離下次投票 2020/01/11 ... 還有 ８ 天。

#政黨票投給哪一黨好呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-02 21:01 +0000","1726.0","28.0","0.016222479721900347","6.0","0.0","14.0","5.0","0.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212463771907710978","https://twitter.com/ElectionDay_bot/status/1212463771907710978","離下次投票 2020/01/11 ... 還有 ９ 天。

#立委要投誰呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2020-01-01 20:01 +0000","2898.0","36.0","0.012422360248447204","12.0","0.0","18.0","4.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
