"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1212086293745864707","https://twitter.com/ElectionDay_bot/status/1212086293745864707","離下次投票 2020/01/11 ... 還有 １０ 天。

#總統要投幾號呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-31 19:01 +0000","2972.0","87.0","0.029273216689098252","20.0","0.0","39.0","12.0","0.0","4.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211708801843388418","https://twitter.com/ElectionDay_bot/status/1211708801843388418","離下次投票 2020/01/11 ... 還有 １１ 天。

#政黨票投給哪一黨好呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-30 18:01 +0000","1340.0","33.0","0.024626865671641792","10.0","0.0","20.0","0.0","0.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211331313942315008","https://twitter.com/ElectionDay_bot/status/1211331313942315008","離下次投票 2020/01/11 ... 還有 １２ 天。

#立委要投誰呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-29 17:01 +0000","1648.0","30.0","0.01820388349514563","9.0","0.0","14.0","2.0","0.0","4.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1210953826192306187","https://twitter.com/ElectionDay_bot/status/1210953826192306187","離下次投票 2020/01/11 ... 還有 １３ 天。

#總統要投幾號呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-28 16:01 +0000","1422.0","38.0","0.026722925457102673","8.0","1.0","20.0","3.0","0.0","2.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1210682035599228930","https://twitter.com/ElectionDay_bot/status/1210682035599228930","離下次投票 2020/01/11 ... 還有 １４ 天。

#政黨票投給哪一黨好呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-27 22:01 +0000","1837.0","33.0","0.017964071856287425","12.0","0.0","12.0","7.0","0.0","2.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1210304549300379648","https://twitter.com/ElectionDay_bot/status/1210304549300379648","離下次投票 2020/01/11 ... 還有 １５ 天。

#立委要投誰呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-26 21:01 +0000","2255.0","52.0","0.023059866962305987","14.0","0.0","20.0","5.0","0.0","1.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1209927059587379200","https://twitter.com/ElectionDay_bot/status/1209927059587379200","離下次投票 2020/01/11 ... 還有 １６ 天。

#總統要投幾號呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-25 20:01 +0000","4353.0","110.0","0.02526992878474615","19.0","0.0","38.0","41.0","0.0","4.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1209504521895985152","https://twitter.com/ElectionDay_bot/status/1209504521895985152","離下次投票 2020/01/11 ... 還有 １７ 天。

#政黨票投給哪一黨好呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-24 16:02 +0000","1532.0","32.0","0.020887728459530026","11.0","0.0","14.0","3.0","0.0","2.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1209142145778692096","https://twitter.com/ElectionDay_bot/status/1209142145778692096","離下次投票 2020/01/11 ... 還有 １８ 天。

#立委要投誰呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-23 16:02 +0000","1736.0","40.0","0.02304147465437788","12.0","0.0","16.0","2.0","0.0","1.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1208831847536480256","https://twitter.com/ElectionDay_bot/status/1208831847536480256","離下次投票 2020/01/11 ... 還有 １９ 天。

#總統要投幾號呢？🤔

#TaiwanElection #TaiwanVotes #Taiwan2020 #台灣選舉 #台灣投票","2019-12-22 19:29 +0000","1874.0","42.0","0.022411953041622197","8.0","0.0","11.0","7.0","0.0","3.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
